Request_ID,Timestamp,Event,UE_ID,SUCI,Authentication_Result,Registration_Status,Cause_Code,gNB_IP,DNN,S_NSSAI,Attack_Detected,Attack_Type,Decision,Severity,Confidence,Risk_Score,Reasons
REQ000001,T+0.000s,Registration,UE_001,SUCI_001,,Success,SUCCESS,127.0.xxx.xxx,DEFAULT_DNN,DEFAULT_SLICE,,,,,,,
